Shopify Shop Name,Shopify Order Name,Product Name,Color,Size,Status Name,Status Updatedat Date,Shipping Tracking
diesel-wears,#1014,Gildan Ultra Ladies T-Shirt,heliconia,xxl,sort-gaylords,2021-11-19,
diesel-wears,#1014,Jerzees 50/50 Hoodie,kiwi,xxxl,marshal-qc,2021-11-19,
dillypod,#KZ74603,Gildan Cotton T-Shirt,sports grey,xlg,shipped,2021-11-19,9400136895232600813635
dillypod,#KZ73914,Gildan Cotton T-Shirt,black,xxl,single-qc,2021-11-17,
dillypod,#KZ74990,Gildan Cotton T-Shirt,sports grey,xlg,single-qc,2021-11-19,
dillypod,#KZ73520,Gildan Cotton T-Shirt,sports grey,xlg,tracked-ups,2021-11-18,
dillypod,#KZ73581,Gildan Cotton T-Shirt,white,med,shipped,2021-11-19,92748999963309000240551815
dillypod,#KZ74878,Canvas Youth T-Shirt,vintage black,med,blank-item,2021-11-19,
dillypod,#KZ74658,Gildan Long Sleeve T-Shirt,black,lrg,single-qc,2021-11-19,
dillypod,#KZ74767,Gildan Long Sleeve T-Shirt,ash,med,single-qc,2021-11-19,9400136895232601339080
dillypod,#KZ74890,Gildan Cotton T-Shirt,sky,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ73609,Gildan Cotton T-Shirt,sapphire,lrg,sort-gaylords,2021-11-17,
dillypod,#KZ74861,Gildan Cotton T-Shirt,black,xxl,single-qc,2021-11-19,
dillypod,#KZ74421,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,92612999963309000240499647
dillypod,#KZ74030,Port & Company Ladies Fan Favorite V Neck Tee,athletic kelly,xlg,marshal-qc,2021-11-19,
dillypod,#KZ74284,Gildan Cotton T-Shirt,ash,lrg,tracked-truckline,2021-11-16,
dillypod,#KZ74793,Gildan Cotton T-Shirt,sports grey,lrg,shipped,2021-11-19,9400136895232601885198
dillypod,#KZ74866,Gildan Cotton T-Shirt,black,lrg,shipped,2021-11-19,9400136895232601527883
dillypod,#KZ74069,Gildan Cotton T-Shirt,black,xxxl,single-qc,2021-11-17,
dillypod,#KZ74802,Gildan Long Sleeve T-Shirt,white,lrg,created-truckline,2021-11-19,
dillypod,#KZ71252,Gildan Ultra Cotton T-Shirt,dark heather,xxl,tracked-ups,2021-11-18,
dillypod,#KZ73609,Gildan Ultra Cotton T-Shirt,dark heather,xxxl,tracked-ups,2021-11-18,
dillypod,#KZ74696,Gildan Cotton T-Shirt,turf green,med,shipped,2021-11-19,92748999963309000240544824
dillypod,#KZ74958,Gildan Cotton T-Shirt,carolina blue,lrg,single-qc,2021-11-19,9400136895232604492508
dillypod,#KZ73070,Gildan Ultra Cotton T-Shirt,dark heather,xxxl,shipped,2021-11-19,92612999963309000240525063
dillypod,#KZ74946,Gildan Sweatshirt - Crew,red,xxxl,tracked-truckline,2021-11-19,
dillypod,#KZ74778,Gildan Cotton T-Shirt,antique orange,xxl,sort-gaylords,2021-11-19,
dillypod,#KZ74827,Hanes Ultimate Cotton Fleece Crew,ash,xlg,blank-item,2021-11-17,
dillypod,#KZ74929,Gildan Cotton T-Shirt,sports grey,xlg,single-qc,2021-11-19,
dillypod,#KZ75017,Gildan Long Sleeve T-Shirt,white,lrg,tracked-truckline,2021-11-19,
dillypod,#KZ74400,Gildan Long Sleeve T-Shirt,maroon,xxl,sort-gaylords,2021-11-18,
dillypod,#KZ73875,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ73455,Gildan Cotton T-Shirt,sports grey,xxxl,single-qc,2021-11-15,
dillypod,#KZ74909,Gildan Cotton T-Shirt,graphite heather,xxl,tracked-truckline,2021-11-19,
dillypod,#KZ74885,Beverage Mug,black,11oz,ripped,2021-11-18,
dillypod,#KZ72739,Gildan Ladies Missy T-Shirt,black,med,single-qc,2021-11-12,
dillypod,#KZ74558,Gildan Cotton T-Shirt,sports grey,xxxl,shipped,2021-11-19,92748999963309000240532692
dillypod,#KZ73916,Gildan Cotton T-Shirt,sports grey,xlg,sort-gaylords,2021-11-17,
dillypod,#KZ74544,Gildan Cotton T-Shirt,black,xxxl,shipped,2021-11-19,92748999963309000240552706
dillypod,#KZ74656,Gildan Cotton T-Shirt,navy,xxl,shipped,2021-11-19,9400136895232601127380
dillypod,#KZ73439,Port & Company Ladies Fan Favorite V Neck Tee,team purple,lrg,shipped,2021-11-19,92748999963309000240536218
dillypod,#KZ74591,Gildan Cotton T-Shirt,sports grey,lrg,shipped,2021-11-19,9400136895232601808852
dillypod,#KZ74666,Gildan Cotton T-Shirt,sports grey,xxxl,shipped,2021-11-19,92748999963309000240534139
dillypod,#KZ73853,Gildan Cotton T-Shirt,black,lrg,received,2021-11-19,
dillypod,#KZ73866,Jerzees Sweatshirt - Crew,black,xlg,marshal-qc,2021-11-18,
dillypod,#KZ74906,Gildan Cotton T-Shirt,black,lrg,shipped,2021-11-19,9400136895232601601200
dillypod,#KZ73671,Gildan Cotton T-Shirt,black,xxxl,shipped,2021-11-19,92748999963309000240542257
dillypod,#KZ74400,Gildan Cotton T-Shirt,orange,xxl,sort-gaylords,2021-11-18,
dillypod,#KZ74923,Jerzees Sweatshirt - Crew,birch,med,tracked-truckline,2021-11-19,
dillypod,#KZ73673,Gildan Sweatshirt - Crew,white,lrg,single-qc,2021-11-18,
dillypod,#KZ74778,Gildan Cotton T-Shirt,red,xxxl,single-qc,2021-11-19,
dillypod,#KZ74639,Gildan Cotton T-Shirt,heather navy,med,shipped,2021-11-19,GM275323486240521954
dillypod,#KZ73835,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ75020,Gildan Long Sleeve T-Shirt,white,xxl,tracked-truckline,2021-11-19,
dillypod,#KZ72572,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74479,Gildan Cotton T-Shirt,sports grey,xxl,shipped,2021-11-19,92612999963309000240498190
dillypod,#KZ74997,Gildan Cotton T-Shirt,red,xxxl,shipped,2021-11-19,92748999963309000240569254
dillypod,#KZ74907,Gildan Cotton T-Shirt,sapphire,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ75035,Gildan Long Sleeve T-Shirt,light pink,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ74208,Gildan Cotton T-Shirt,white,xxl,single-qc,2021-11-18,92748999963309000240498202
dillypod,#KZ74643,Jerzees 50/50 Hoodie,j navy,xxl,shipped,2021-11-19,92612999963309000240537868
dillypod,#KZ74823,Gildan Long Sleeve T-Shirt,white,xxl,shipped,2021-11-19,9400136895232601465697
dillypod,#KZ74803,Jerzees 50/50 Hoodie,black,lrg,shipped,2021-11-19,92612999963309000240524905
dillypod,#KZ74456,Gildan Cotton T-Shirt,black,lrg,sort-gaylords,2021-11-18,
dillypod,#KZ74475,Gildan Cotton T-Shirt,black,xxxl,shipped,2021-11-19,92748999963309000240522570
dillypod,#KZ74732,Gildan Cotton T-Shirt,red,xxxxxl,single-qc,2021-11-19,
dillypod,#KZ74886,Gildan Sweatshirt - Crew,gold,xxxl,tracked-truckline,2021-11-19,
dillypod,#KZ73963,Gildan Cotton T-Shirt,black,lrg,shipped,2021-11-19,92612999963309000240501036
dillypod,#KZ74370,Gildan Cotton T-Shirt,navy,xxxl,single-qc,2021-11-19,92748999963309000240588644
dillypod,#KZ75075,Gildan Cotton T-Shirt,ash,lrg,ordered-truckline,2021-11-19,
dillypod,#KZ74008,Gildan Long Sleeve T-Shirt,sports grey,xxxl,received,2021-11-19,
dillypod,#KZ74452,Gildan Long Sleeve T-Shirt,white,xlg,carted,2021-11-18,
dillypod,#KZ74697,Gildan Cotton T-Shirt,sports grey,xlg,shipped,2021-11-19,9400136895232600813734
dillypod,#KZ73356,Fruit of the Loom Cotton T,burnt orange,lrg,blank-item,2021-11-19,
dillypod,#KZ74870,Hanes Ultimate Cotton Fleece Crew,black,xlg,ordered-ups,2021-11-19,
dillypod,#KZ74805,Gildan Long Sleeve T-Shirt,white,lrg,sort-gaylords,2021-11-19,
dillypod,#KZ74931,Gildan Long Sleeve T-Shirt,light pink,lrg,ordered-ups,2021-11-18,
dillypod,#KZ74795,Gildan Long Sleeve T-Shirt,white,lrg,shipped,2021-11-19,9400136895232601962578
dillypod,#KZ74120,Gildan Cotton T-Shirt,black,xlg,received,2021-11-19,
dillypod,#KZ73520,Gildan Cotton T-Shirt,black,xlg,tracked-ups,2021-11-18,
dillypod,#KZ74746,Gildan Cotton T-Shirt,purple,xxl,shipped,2021-11-19,9400136895232604492607
dillypod,#KZ74930,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,9400136895232602909527
dillypod,#KZ74428,Gildan Cotton T-Shirt,black,xxxl,single-qc,2021-11-19,92612999963309000240554360
dillypod,#KZ74789,Gildan Long Sleeve T-Shirt,black,xlg,single-qc,2021-11-19,9400136895232600634797
dillypod,#KZ74954,Gildan Long Sleeve T-Shirt,white,med,tracked-truckline,2021-11-19,
dillypod,#KZ74327,Gildan Cotton T-Shirt,navy,xxxl,single-qc,2021-11-19,
dillypod,#KZ74838,Gildan Cotton T-Shirt,sports grey,lrg,shipped,2021-11-19,9400136895232601884900
dillypod,#KZ75074,Gildan Long Sleeve T-Shirt,ash,lrg,ordered-truckline,2021-11-19,
dillypod,#KZ74939,Gildan Sweatshirt - Crew,navy,lrg,blank-item,2021-11-19,
dillypod,#KZ75025,Gildan Cotton T-Shirt,ash,lrg,tracked-truckline,2021-11-19,
dillypod,#KZ74521,Gildan Cotton T-Shirt,sports grey,lrg,shipped,2021-11-19,9400136895232600826062
dillypod,#KZ74976,Gildan Cotton T-Shirt,carolina blue,xxxl,tracked-truckline,2021-11-19,
dillypod,#KZ74980,Gildan Cotton T-Shirt,sports grey,xlg,single-qc,2021-11-19,
dillypod,#KZ74458,Gildan Long Sleeve T-Shirt,gold,lrg,shipped,2021-11-19,9400136895232600875992
dillypod,#KZ74465,Gildan Long Sleeve T-Shirt,white,xlg,carted,2021-11-18,
dillypod,#KZ73850,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ74449,Gildan Long Sleeve T-Shirt,ash,med,sort-gaylords,2021-11-18,
dillypod,#KZ73585,Gildan Long Sleeve T-Shirt,sports grey,med,shipped,2021-11-19,92612999963309000240541247
dillypod,#KZ74724,Gildan Cotton T-Shirt,sports grey,xxxl,shipped,2021-11-19,92748999963309000240537857
dillypod,#KZ74880,Gildan Long Sleeve T-Shirt,royal blue,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ73949,Hanes Ultimate Cotton Fleece Crew,oxford gray,med,marshal-qc,2021-11-18,92612999963309000240589881
dillypod,#KZ74659,Gildan Sweatshirt - Crew,graphite heather,xxl,tracked-truckline,2021-11-18,
dillypod,#KZ74479,Gildan Cotton T-Shirt,sports grey,xxxxl,shipped,2021-11-19,92612999963309000240498190
dillypod,#KZ74549,Gildan Cotton T-Shirt,black,xxxl,shipped,2021-11-19,92748999963309000240551341
dillypod,#KZ74576,Gildan Cotton T-Shirt,sports grey,xxxl,shipped,2021-11-19,92748999963309000240532739
dillypod,#KZ74012,Gildan Long Sleeve T-Shirt,sports grey,med,received,2021-11-19,
dillypod,#KZ73571,Gildan Cotton T-Shirt,sports grey,xxxl,single-qc,2021-11-15,
dillypod,#KZ74014,Gildan Cotton T-Shirt,ash,lrg,marshal-qc,2021-11-19,
dillypod,#KZ75050,Gildan Ladies Missy T-Shirt,white,lrg,qc-reject,2021-11-19,
dillypod,#KZ74612,Gildan Long Sleeve T-Shirt,sports grey,med,shipped,2021-11-19,9400136895232601400087
dillypod,#KZ74478,Gildan Cotton T-Shirt,coral silk,xlg,pretreated,2021-11-18,
dillypod,#KZ73681,Gildan Long Sleeve T-Shirt,sports grey,xxl,shipped,2021-11-19,92612999963309000240541414
dillypod,#KZ74534,Gildan Cotton T-Shirt,black,lrg,tracked-truckline,2021-11-19,9400136895232596545572
dillypod,#KZ73439,Gildan Long Sleeve T-Shirt,purple,lrg,shipped,2021-11-19,92748999963309000240536218
dillypod,#KZ73916,Gildan Cotton T-Shirt,sports grey,xlg,single-qc,2021-11-18,
dillypod,#KZ74342,Gildan Softstyle T-Shirt,dark heather,xxl,tracked-ups,2021-11-18,
dillypod,#KZ73518,Gildan Cotton T-Shirt,black,xxxl,shipped,2021-11-19,92748999963309000240520385
dillypod,#KZ74720,Gildan Cotton T-Shirt,ash,lrg,tracked-truckline,2021-11-18,
dillypod,#KZ74561,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,92748999963309000240535624
dillypod,#KZ75016,Gildan Long Sleeve T-Shirt,irish green,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ73914,Gildan Cotton T-Shirt,black,lrg,received,2021-11-19,
dillypod,#KZ74629,Gildan Long Sleeve T-Shirt,white,xxl,sort-gaylords,2021-11-19,
dillypod,#KZ73909,Gildan Cotton T-Shirt,black,lrg,received,2021-11-19,
dillypod,#KZ74736,Gildan Long Sleeve T-Shirt,sports grey,lrg,shipped,2021-11-19,GM275323486240548746
dillypod,#KZ74449,Gildan Softstyle T-Shirt,dark heather,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74742,Gildan Cotton T-Shirt,ash,med,shipped,2021-11-19,9400136895232601885365
dillypod,#KZ74726,Gildan Cotton T-Shirt,light blue,lrg,single-qc,2021-11-18,
dillypod,#KZ74087,Gildan Cotton T-Shirt,black,xlg,received,2021-11-19,
dillypod,#KZ74717,Gildan Cotton T-Shirt,ash,lrg,tracked-truckline,2021-11-18,
dillypod,#KZ74975,Gildan Cotton T-Shirt,turf green,xxxl,tracked-truckline,2021-11-19,
dillypod,#KZ75058,Gildan Cotton T-Shirt,light blue,xlg,printed,2021-11-19,
dillypod,#KZ73916,Gildan Long Sleeve T-Shirt,ash,xlg,sort-gaylords,2021-11-17,
dillypod,#KZ73395,Jerzees 50/50 Hoodie,athletic heather,xxxxl,pretreated,2021-11-19,
dillypod,#KZ72739,Canvas Youth T-Shirt,vintage black,lrg,sort-gaylords,2021-11-17,
dillypod,#KZ73826,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ74709,Gildan Cotton T-Shirt,carolina blue,xlg,shipped,2021-11-19,92748999963309000240538922
dillypod,#KZ74530,Gildan Cotton T-Shirt,irish green,lrg,printed,2021-11-19,
dillypod,#KZ74537,Gildan Softstyle T-Shirt,dark heather,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74827,Gildan Sweatshirt - Crew,black,lrg,single-qc,2021-11-18,
dillypod,#KZ73952,Canvas Unisex T-Shirt,heather true royal,sml,shipped,2021-11-19,9405536895232601090151
dillypod,#KZ72888,Gildan Sweatshirt - Crew,black,xxxl,shipped,2021-11-19,92612999963309000240551741
dillypod,#KZ73862,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ74771,Gildan Long Sleeve T-Shirt,sports grey,xlg,shipped,2021-11-19,9400136895232601465703
dillypod,#KZ74898,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,9400136895232602598523
dillypod,#KZ74444,Jerzees Sweatshirt - Crew,royal blue,lrg,tracked-ups,2021-11-18,
dillypod,#KZ74598,Fruit of the Loom Long Sleeve,azalea,sml,single-qc,2021-11-19,9400136895232604618984
dillypod,#KZ74806,Gildan Cotton T-Shirt,black,lrg,single-qc,2021-11-18,
dillypod,#KZ73520,Gildan Cotton T-Shirt,black,xlg,sort-gaylords,2021-11-19,
dillypod,#KZ74865,Gildan Sweatshirt - Crew,graphite heather,xxl,tracked-truckline,2021-11-18,
dillypod,#KZ74668,Gildan Cotton T-Shirt,irish green,xlg,single-qc,2021-11-19,
dillypod,#KZ74208,Gildan Cotton T-Shirt,white,lrg,single-qc,2021-11-17,92748999963309000240498202
dillypod,#KZ73487,Gildan Cotton T-Shirt,azalea,xlg,single-qc,2021-11-17,
dillypod,#KZ74208,Gildan Cotton T-Shirt,white,lrg,single-qc,2021-11-18,92748999963309000240498202
dillypod,#KZ74554,Gildan Cotton T-Shirt,white,lrg,shipped,2021-11-19,92748999963309000240533156
dillypod,#KZ74524,Gildan Cotton T-Shirt,light blue,xxl,single-qc,2021-11-18,
dillypod,#KZ74397,Gildan Long Sleeve T-Shirt,black,xxxl,shipped,2021-11-19,92612999963309000240534447
dillypod,#KZ75038,Gildan Cotton T-Shirt,light blue,xlg,printed,2021-11-19,
dillypod,#KZ74604,Gildan Cotton T-Shirt,sapphire,xxxxl,shipped,2021-11-19,92748999963309000240523737
dillypod,#KZ74456,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ73832,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ74925,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,9400136895232602838339
dillypod,#KZ74899,Fruit of the Loom HD V-Neck T-Shirt,athletic heather,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ74552,Gildan Cotton T-Shirt,sapphire,lrg,sort-gaylords,2021-11-19,
dillypod,#KZ74926,Gildan Cotton T-Shirt,carolina blue,sml,tracked-truckline,2021-11-19,
dillypod,#KZ75068,Port & Company Core Fleece Pullover Hooded Sweatshirt,athletic hthr,xlg,ordered-ups,2021-11-19,
dillypod,#KZ74870,Gildan Sweatshirt - Crew,black,xxl,ordered-ups,2021-11-18,
dillypod,#KZ74578,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ72578,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74599,Gildan Cotton T-Shirt,graphite heather,xxl,sort-gaylords,2021-11-19,
dillypod,#KZ74729,Gildan Cotton T-Shirt,turf green,med,shipped,2021-11-19,9400136895232600876104
dillypod,#KZ74555,Hanes Tagless T-Shirt,charisma coral,xxl,sort-gaylords,2021-11-19,
dillypod,#KZ74775,Gildan Long Sleeve T-Shirt,navy,xlg,ordered-truckline,2021-11-19,
dillypod,#KZ73668,Gildan Long Sleeve T-Shirt,white,lrg,shipped,2021-11-19,
dillypod,#KZ73070,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,92612999963309000240525063
dillypod,#KZ74421,Gildan Long Sleeve T-Shirt,black,xlg,shipped,2021-11-19,92612999963309000240499647
dillypod,#KZ74062,Gildan Long Sleeve T-Shirt,sports grey,xxxl,received,2021-11-19,
dillypod,#KZ75068,Jerzees 50/50 Hoodie,kelly green,xlg,tracked-ups,2021-11-19,
dillypod,#KZ74548,Gildan Ladies Missy T-Shirt,black,med,shipped,2021-11-19,92612999963309000240502293
dillypod,#KZ74021,Gildan Cotton T-Shirt,black,xlg,received,2021-11-19,
dillypod,#KZ72579,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74478,Gildan Long Sleeve T-Shirt,red,xlg,sort-gaylords,2021-11-18,
dillypod,#KZ74733,Gildan Cotton T-Shirt,black,xxl,single-qc,2021-11-19,9400136895232602126832
dillypod,#KZ74592,Gildan Long Sleeve T-Shirt,sports grey,xxxxl,shipped,2021-11-19,92612999963309000240551468
dillypod,#KZ74662,Gildan Cotton T-Shirt,ash,xxl,shipped,2021-11-19,9400136895232602673206
dillypod,#KZ74629,Gildan Long Sleeve T-Shirt,black,xxl,marshal-qc,2021-11-19,
dillypod,#KZ74448,Gildan Long Sleeve T-Shirt,white,xxl,carted,2021-11-18,
dillypod,#KZ75003,Gildan Cotton T-Shirt,black,lrg,shipped,2021-11-19,9400136895232601671173
dillypod,#KZ74236,Jerzees 50/50 Hoodie,light blue,sml,shipped,2021-11-19,92612999963309000240519659
dillypod,#KZ73916,Gildan Long Sleeve T-Shirt,sports grey,xlg,received,2021-11-19,
dillypod,#KZ72174,Gildan Softstyle T-Shirt,coral silk,lrg,blank-item,2021-11-19,
dillypod,#KZ74566,Gildan Cotton T-Shirt,navy,lrg,shipped,2021-11-19,9400136895232600996253
dillypod,#KZ74796,Gildan Cotton T-Shirt,black,xxxl,printed,2021-11-19,
dillypod,#KZ74463,Gildan Long Sleeve T-Shirt,sports grey,xxl,shipped,2021-11-19,9400136895232600791520
dillypod,#KZ74696,Gildan Cotton T-Shirt,turf green,lrg,shipped,2021-11-19,92748999963309000240544824
dillypod,#KZ74438,Gildan Long Sleeve T-Shirt,irish green,lrg,shipped,2021-11-19,9400136895232600673406
dillypod,#KZ73021,Gildan Long Sleeve T-Shirt,carolina blue,xxxl,sort-gaylords,2021-11-16,
dillypod,#KZ74704,Gildan Long Sleeve T-Shirt,ash,xlg,sort-gaylords,2021-11-19,
dillypod,#KZ73974,Gildan Long Sleeve T-Shirt,sports grey,xlg,received,2021-11-19,
dillypod,#KZ74444,Gildan Long Sleeve T-Shirt,sports grey,xxl,sort-gaylords,2021-11-18,
dillypod,#KZ74688,Gildan Sweatshirt - Crew,irish green,xlg,blank-item,2021-11-19,
dillypod,#KZ73380,Gildan Sweatshirt - Crew,white,xxl,carted,2021-11-18,
dillypod,#KZ75040,Gildan Cotton T-Shirt,ash,lrg,ordered-truckline,2021-11-19,
dillypod,#KZ75028,Fruit of the Loom Ladies HD V Neck T,white,xlg,tracked-truckline,2021-11-18,
dillypod,#KZ74216,Jerzees 50/50 Hoodie,light blue,lrg,shipped,2021-11-19,92612999963309000240537745
dillypod,#KZ73656,Gildan Long Sleeve T-Shirt,white,lrg,shipped,2021-11-19,9400136895232602205476
dillypod,#KZ74633,Gildan Cotton T-Shirt,white,xlg,single-qc,2021-11-18,
dillypod,#KZ74652,Gildan Cotton T-Shirt,black,xxxl,single-qc,2021-11-19,
dillypod,#KZ74640,Gildan Cotton T-Shirt,black,xxl,shipped,2021-11-19,92748999963309000240575200
dillypod,#KZ74846,Gildan Cotton T-Shirt,white,xlg,single-qc,2021-11-18,92748999963309000240509236
dillypod,#KZ74067,Gildan Sweatshirt - Crew,black,med,marshal-qc,2021-11-17,
dillypod,#KZ73483,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ71315,Samsung Galaxy S10 Case,gloss,one,marshal-qc,2021-11-09,
dillypod,#KZ74855,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,9400136895232602673183
dillypod,#KZ74934,Gildan Cotton T-Shirt,black,lrg,shipped,2021-11-19,9400136895232601670763
dillypod,#KZ73230,Samsung Galaxy S9 Case,gloss,one,pulled,2021-11-14,
dillypod,#KZ74673,Gildan Cotton T-Shirt,black,xxl,single-qc,2021-11-19,9400136895232601527685
dillypod,#KZ72898,Hanes Ultimate Cotton Fleece Crew,navy,xlg,marshal-qc,2021-11-18,
dillypod,#KZ74685,Gildan Cotton T-Shirt,black,xxl,shipped,2021-11-19,9400136895232601742064
dillypod,#KZ74467,Gildan Long Sleeve T-Shirt,white,xlg,carted,2021-11-18,
dillypod,#KZ75078,Gildan Cotton T-Shirt,graphite heather,xlg,ordered-ups,2021-11-19,
dillypod,#KZ74112,Gildan Cotton T-Shirt,cardinal red,lrg,tracked-ups,2021-11-18,
dillypod,#KZ74281,Gildan Softstyle T-Shirt,dark heather,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74845,Gildan Long Sleeve T-Shirt,white,xxl,shipped,2021-11-19,9400136895232601400032
dillypod,#KZ73455,Gildan Cotton T-Shirt,black,lrg,single-qc,2021-11-15,
dillypod,#KZ74594,Gildan Sweatshirt - Crew,light blue,med,created-truckline,2021-11-19,
dillypod,#KZ73844,Gildan Sweatshirt - Crew,black,xxl,tracked-ups,2021-11-18,
dillypod,#KZ74949,Gildan 50/50 Hoodie,navy,xxxxl,tracked-truckline,2021-11-19,
dillypod,#KZ74442,Gildan Long Sleeve T-Shirt,sports grey,xxl,shipped,2021-11-19,9400136895232600800857
dillypod,#KZ74502,Jerzees 50/50 Hoodie,black,lrg,shipped,2021-11-19,92612999963309000240527531
dillypod,#KZ74745,Gildan Cotton T-Shirt,azalea,med,tracked-ups,2021-11-18,
dillypod,#KZ74786,Gildan Long Sleeve T-Shirt,white,xxl,sort-gaylords,2021-11-19,
dillypod,#KZ74828,Gildan Cotton T-Shirt,sports grey,xxl,single-qc,2021-11-18,
dillypod,#KZ74502,Gildan Ultra Cotton T-Shirt,dark heather,lrg,shipped,2021-11-19,92612999963309000240527531
dillypod,#KZ74208,Gildan Cotton T-Shirt,white,xxl,single-qc,2021-11-17,92748999963309000240498202
dillypod,#KZ74890,Gildan Long Sleeve T-Shirt,sports grey,xlg,tracked-truckline,2021-11-19,
dillypod,#KZ73898,Gildan Cotton T-Shirt,black,xlg,carted,2021-11-19,
dillypod,#KZ74516,Gildan Cotton T-Shirt,sports grey,xlg,shipped,2021-11-19,9400136895232600785505
dillypod,#KZ74596,Gildan Cotton T-Shirt,natural,sml,shipped,2021-11-19,9400136895232600785543
dillypod,#KZ74672,Gildan Cotton T-Shirt,sports grey,lrg,shipped,2021-11-19,9400136895232601808876
dillypod,#KZ74938,Gildan Cotton T-Shirt,irish green,xxxl,single-qc,2021-11-19,
dillypod,#KZ74897,Gildan Cotton T-Shirt,graphite heather,xxl,tracked-truckline,2021-11-19,
dillypod,#KZ74500,Gildan Cotton T-Shirt,royal blue,xxxl,single-qc,2021-11-18,
dillypod,#KZ74454,Gildan Long Sleeve T-Shirt,sports grey,xxl,shipped,2021-11-19,92612999963309000240546389
dillypod,#KZ74954,Gildan Long Sleeve T-Shirt,white,lrg,tracked-truckline,2021-11-19,
dillypod,#KZ74600,Gildan Cotton T-Shirt,graphite heather,xxl,sort-gaylords,2021-11-19,
dillypod,#KZ75047,Gildan Cotton T-Shirt,ash,lrg,ordered-truckline,2021-11-19,
dillypod,#KZ75073,Gildan Cotton T-Shirt,carolina blue,lrg,single-qc,2021-11-19,
dillypod,#KZ74637,Gildan Cotton T-Shirt,black,xxl,shipped,2021-11-19,9400136895232601885204
dillypod,#KZ73170,Hanes Ultimate Cotton Fleece Crew,navy,lrg,shipped,2021-11-19,92612999963309000240542190
dillypod,#KZ74816,Gildan Sweatshirt - Crew,white,sml,tracked-truckline,2021-11-18,
dillypod,#KZ74611,Gildan Ultra Cotton T-Shirt,dark heather,lrg,shipped,2021-11-19,9400136895232602838360
dillypod,#KZ74858,Gildan Cotton T-Shirt,black,xxl,single-qc,2021-11-19,
dillypod,#KZ73608,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,92748999963309000240525052
dillypod,#KZ74286,Gildan Sweatshirt - Crew,light blue,lrg,blank-item,2021-11-19,
dillypod,#KZ74844,Gildan Long Sleeve T-Shirt,light blue,lrg,single-qc,2021-11-19,9400136895232601339073
dillypod,#KZ74731,Gildan Cotton T-Shirt,ash,xxl,shipped,2021-11-19,9400136895232602753359
dillypod,#KZ75000,Gildan Cotton T-Shirt,sports grey,xlg,single-qc,2021-11-19,
dillypod,#KZ73455,Gildan Cotton T-Shirt,black,xxxl,single-qc,2021-11-15,
dillypod,#KZ74212,Gildan Sweatshirt - Crew,forest green,med,blank-item,2021-11-19,
dillypod,#KZ75063,Beverage Mug,black,11oz,ripped,2021-11-18,
dillypod,#KZ74999,Gildan Cotton T-Shirt,sports grey,xlg,single-qc,2021-11-19,
dillypod,#KZ74634,Gildan Cotton T-Shirt,heather navy,xxxl,shipped,2021-11-19,92612999963309000240524899
dillypod,#KZ73667,Gildan Cotton T-Shirt,black,xlg,shipped,2021-11-19,92748999963309000240525212
dillypod,#KZ74773,Gildan Sweatshirt - Crew,ash,med,tracked-ups,2021-11-18,
dillypod,#KZ74571,Gildan Cotton T-Shirt,coral silk,lrg,shipped,2021-11-19,9400136895232600813567
dillypod,#KZ74341,Gildan Cotton T-Shirt,ash,lrg,tracked-truckline,2021-11-16,
dillypod,#KZ74805,Gildan Cotton T-Shirt,white,xxl,single-qc,2021-11-18,
